total,body
4, 駅 から 行き ます と 、 二子 玉川 高島屋 の 裏 の 方 、 商店 街 で は あり ます が 小学校 なんか も あっ たり し て ごく 普通 の 住宅 街 といった 雰囲気 ただ よう 静か な 商店 街 に ある 、 ごく 普通 の 「 町 の パン 屋 さん 」 な の です が 、 ある お笑い 芸人 の 方 が こちら の サンドウィッチ が 大 好物 という こと で 、 二 度 ほど テレビ で 拝見 し た こと が あり ます 。 　 その サンドイッチ という の は 野菜 サンド な ん です が 具 は キュウリ だけ 。 　 キュウリ の 塩もみ を マヨネーズ であえ た もの が 入っ てる だけ です 。 　 たしかに コンビニ の サンドイッチ で も たま に みかける そんな よう な 具 の サンドイッチ 、 私 も シャキシャキ し た 食 感 が とても 好き な もの で 、 今朝 テレビ に うつっ た その サンド が むしょうに 食べ たく なり 買い に いき まし た 。 　 時間 は １ １ 時 前 に 到着 し まし た が とくに 行列 など し て い ませ ん 。 　 しかし お 目当て の 野菜 サンド は それだけ 早々 に 売り切れ て しまっ た よう で 、 後 から 来 た お客 さん も それ を 知る と 何 も 買わ ず に 帰っ て いく 人 多数 でし た 。 　 しかし 見る から におい し そう な パン が 並ん で い て は 黙っ て 帰る わけ に 行か ず 、 いくつ か 購入 し て み まし た 。 　 まずは サンドイッチ から 卵 の サンド ２ ３ ０ 円 、 コッペパン に 野菜 を 挟ん だ もの ２ １ ０ 円 、 パイナップル の コンポート の パン １ ９ ０ 円 です 。 　 おいし そう な 薄焼き の あんぱん も あり まし た が アンパン は 本来 苦手 な ので また 今度 いただき たい と 思い まし た 。 　 味 の 方 です が 、 卵 サンド は 丁寧 に みじん切り に さ れ た 卵 の 断面 が 印象 的 で 卵 の 素朴 な 味わい が ダイレクト に 来 ます 、 マヨネーズ など 味付け は ひかえ め な せい か 水分 も 微妙 に 少なめ ゆえ 、 ほんとに 「 卵 」 と パン だけ という 感じ 。 　 この パン は 柔らか すぎ ず 卵 を しっかり 挟み込ん で ます 。 　 そして コッペパン は サンドイッチ と 異なり ふわふわ の パン です 。 　 トマト 、 生 キュウリ 、 卵 だけ の 中身 で マヨネーズ ベース の ソース が とても おいしい 。 　 コッペパン だけ も 売っ て た ので 買っ て くれ ば 良かっ た です 。 。 。 　 そして コンポート の パン は もちろん サックサク の パイ 生地 、 あまり ボロボロ 崩れ ず しっかり し て ます 。 　 やわらかい パイン と 中央 に は マロン の クリーム と いう か ペースト ？ の よう で サックサク に 甘味 と 酸味 が 調和 し た おいしい 菓子パン でし た 。 　 惣菜 パン は すべて 個 包装 さ れ 、 菓子パン は そのまま 、 陳列 さ れ てる 光景 を 見 て も とても 真面目 な パン 屋 という の が すぐ わかる と 思い ます 。 　 価格 は チェーン 店 の パン 屋 に 比較 すれ ば 少し お 高め でしょ う けど 、 種類 も 豊富 で どれ も おいしく 、 いい パン 屋 さん だ と 思い まし た 。 ★ 4 . 0 
4, 五反田 と 大崎 の 中間 付近 、 最寄り駅 は 大崎 広小路 という 中途半端 な ところ に ある 「 町 の 中華 屋 さん 」 です 。 　 目 の 前 に ある 立正大学 や 大崎 警察 署 （ 新築 工事 中 ） から やってくる お客 さん だけ で 食べ て いける ため な の か 、 路地 裏 に ある に も かかわら ず 看板 も 地味 、 店 へ 誘導 する よう な 案内 など も 皆無 、 ものすごく 急 な 石段 を 上る と 、 密集 し た 住宅 に はさま れ ポツリ と たたずん ます 。 　 外 から でも あんまり 広く ない な と 予感 できる 雰囲気 が アルミ サッシ の くもりガラス から ただよっ て き ます 。 　 私 は 知人 に 聞い た ので わかり まし た が 、 こんな ところ に ある お 店 気 が つか ない です し 、 地元 の 人 で ない と たどりつけ ない でしょ う 。 　 ノ レン を くぐり ます と 予想 以上 の 狭 さ です 。 　 見取り図 を 見 て も 狭 さ を 感じ られ ない でしょ う が 、 テーブル や 椅子 の サイズ が 普通 の お 店 と 違う の です 。 　 ４ 人 掛け の テーブル は 奥行き が ５ ０ cm あり ませ ん ので 、 向かい に 座っ た 人 と の 距離 が 尋常 で は あり ませ ん 。 　 テーブル に のる 料理 も 限ら れ て くる でしょ う し 、 嫌い な 上司 など が 座ろ う もの なら 食欲 も うせる 、 そんな 距離 感 です 。 　 メニュー は 麺類 から 御飯 も の 、 洋食 系 の 定食 、 一品 料理 も 何 点 か あり ます が 、 まったく もっ て 本格 中華 と は かけはなれ た ラインナップ で なぜ か ホッ と し ます 。 　 ラーメン が ４ ５ ０ 円 から で 、 どうやら 人気 メニュー らしい シュー マイ 定食 という の が ８ ０ ０ 円 、 シュー マイ と チキン カツ の セット という 変わっ た 内容 でし た 。 　 店 を 教え て くれ た 知人 の オススメ は なぜ か カツ 丼 。 　 トンカツ が 大好き な もの で 、 むしろ カツ 丼 は なかなか 頼む 機会 に 恵まれ ない 料理 な ので 、 いい 機会 な ので 久しぶり に 食べ て みる こと に し まし た 、 上 カツ 丼 ９ ４ ０ 円 です 。 　 厨房 から は 揚げ物 の 音 が じわじわ 聞こえ て き ます 。 　 他 の お客 さん が 頼ん で た 餃子 が 目 の 前 を 通り過ぎ まし た が めちゃめちゃ おいし そう 。 　 できあがっ た カツ 丼 は ボリューム として は 普通 です が 、 卵 が 半熟 の 少し 手前 と いう ぐらい の 透明 感 を 残し とても おいし そう です 。 　 肉 を ひっくりかえし て み ます と なぜ か 牛肉 の よう な 断面 。 　 豚肉 で 火 の 通し 方 が うまい と 芯 の 方 が うっすら ピンク色 に なり ます が 、 ここ の は 全体 に 赤身 を 帯び て い ます 。 　 しかも 色白 な 豚肉 で は なく 牛肉 の よう な 色 具合 、 よく わかり ませ ん が 無菌 系 の 豚肉 な の でしょ う か 。 　 食べ て みる と やわらかい 、 豚肉 的 な 歯ごたえ と いう か 繊維 感 が なく 噛め て しまい ます 。 　 さっ くり と し た 揚がり 具合 、 卵 の 火 の 通し 方 とも とても いい 感じ 。 　 具 は タマネギ の 他 に 薄 ～ く スライス し た 竹の子 が 入っ て いる だけ な シンプルカツ 丼 。 　 スープ も おいしかっ た ので 麺類 も おいしい こと でしょ う 。 　 食べ 終わっ て から おら ため て 気 が つき まし た が 、 やはり 中華 屋 さん の カツ 丼 、 後味 が 中華 料理 を 食べ た よう な 後味 、 蕎麦 屋 の カツオ だし が 入っ た もの と は 違う わけ です 。 　 なお 、 出前 も やっ て ます ので 、 大崎 周辺 で 警察 の お世話 に なる こと が あっ たら 、 取調 室 で ここ の おいしい カツ 丼 が 食べ られる かも しれ ませ ん ね 。 ★ 4 . 0 
3, 山手 通り を 歩い て い たら 狭小 な 敷地 に わざわざ 作っ た か の よう な モダン な ラーメン 屋 さん を 見つけ まし た が 、 ここ は 以前 は 「 麺 僧 曽 文 」 という 店 で あっ た という こと です が 、 まったく 違う ラーメン を 出す 店 に 変わっ た よう す 。 　 店内 の 券売 機 を 見 ます と 醤油 と 味噌 、 それ につけ 麺 と スタンダード な メニュー 構成 です が 、 それぞれ に 細 麺 と 太 麺 が 選べ ます 。 　 味噌 ワンタン 麺 （ 太 麺 ） ８ ５ ０ 円 を いただき まし た 。 　 ２ 階 は 稼働 し てる の か わかり ませ ん が 、 １ 階 は ６ 席 ほど の カウンター 席 だけ 、 厨房 を 含め て 必要 最小限 の 広 さ です が 狭 さ は 感じ ませ ん 。 　 皆さん 太 麺 を 食べ て た ので 細 麺 が 見れ なかっ た の が 残念 です が 、 太 麺 は なかなか 太 そう です 。 　 出来上がり ます と まず トッピング の 千切り 生 キャベツ に 少し 驚く と 思い ます が 、 ボリューム が ちょっぴり 寂しい です 。 　 味噌 の 香り は 奇 を てらわ ない 標準 的 な 香り 、 スープ の ベース は 豚 骨 に なる ん でしょ う か 、 魚介 は 感じ ず 味噌 の 香り に 埋没 し て よく わかり ませ ん 、 濃厚 味噌 ラーメン という わけ で も ない です 。 　 麺 は 広幅 で 黄色 みの 強い 麺 、 食べる と しっかり し た 歯ごたえ で 、 ラーメン と 言う より は パスタ 、 タリアテッレ という 感じ です 、 食 感 が いまひとつ なめらか で は ない の です が 悪く ない と 思い ます 。 　 チャーシュー は 脂身 多く 特長 なし 、 ワンタン は 手作り の よう で ニンニク が もう少し 控えめ の 方 が いい よう に 思い ます 。 　 目玉 の ？ 千切り 生 キャベツ が この 量 で は 存在 感 なく 、 正直 な ところ 意味 不明 でし た 。 　 「 桂 花 」 の よう に 濃い 味 の スープ なら いざ しら ず 、 こちら の スープ で は キャベツ 量 を 増やす と いささか 厳しい よう に 思い ます 。 　 全体 に もう ちょっと 特長 を 持た せ た 方 が 良い と 思い まし た 。 　 まじめ そう な 店主 な ので 化ける こと を 期待 し ます 。 ★ 3 . 4 
3, テレビ で 見 た 人 から あんまり おいし そう に 見え なかっ た と 言う 事前 情報 を 得 ながら 食べ て み まし た 。 　 ここ は たしか ファースト キッチン だっ た 場所 で は ない か と 思い ます 、 周辺 再 開発 の まっ ただ中 、 店じまい の お 店 が たくさん ある 中 で 異様 な 店 が まえ です 。 　 渋谷 で は いい 場所 が 見つから なかっ た ん です ね 。 　 外食 チェーン として は あり 得 ない 「 営業 し てる の か よく わから ない 」 雰囲気 。 　 店 に 入る と すべて 黒 で 統一 さ れ た インテリア に 赤い ロゴ マーク だけ が 目立ち ます 。 　 店内 は ゆったり し た コルビジェ 風 ソファ の テーブル 席 、 普通 の 椅子 席 や カウンター 席 という 構成 は どこ か スタバ 的 な 感じ も し ます 。 　 キャンペーン 中 らしく メニュー は ２つ 、 クオーターパウンダー の シングル ５ ０ ０ 円 or ダブル ６ ０ ０ 円 どちら か です 。 　 ようするに チーズバーガーセット か ダブルチーズバーガーセット の どちら か という わけ です 。 　 ダブル を オーダー し 、 ドリンク は ３ 種類 （ コカコーラ ／ コカコーラ ゼロ ／ ホット コーヒー ） の 中 から しかた なく コーラ を オーダー 。 　 キャンペーン が 終わっ たら どうにか 改善 さ れる ん でしょ う か この あたり 。 　 待ち時間 は とても 短い です が 受け渡し など が ぎこちなく 混乱 し がち でし た 。 　 見た目 は 普通 の セット です が 、 ハンバーガー ボックス の フタ を 開ける と パテ が バンズ から はみ出し た バーガー が 登場 し ます 。 　 たしかに パテ が でっかい よう です 。 　 バーガー キング など の 大型 バーガー と は 違う 、 既存 の ハンバーガー チェーン 店 で は こう ゆう の は 珍しい よう な （ あんまり 食べ ない もの で ） 。 　 ２つ の パテ が ずらし て あっ た と は いえ 、 あきらか に パテ と バンズ の サイズ が アンバランス な 状況 、 手 に 持つ の も 気 を つけ ない と いけ ませ ん 。 　 かぶりつく と 、 、 、 うん 、 普通 です 。 　 バー キン の よう な 肉 らし さ や 直 火 の 香ばし さ は なく 、 某 大手 チェーン 店 の それ と 同じ 味 。 　 しかし 肉 と パン の 比率 が 普通 で は ない ので 「 肉 食っ た ～ 」 感 が かなり 強い の も 確か 。 　 具 材 は シンプル に ピクルス 、 タマネギ 、 チーズ と 、 あくまでも 肉 を 強調 する か の よう です 。 　 食べ ごたえ は なかなか あり ます ね 。 　 ふと トレー を 見る と キャンペーン の チラシ が あり まし て 、 クイズ に 答え て アメリカ 旅行 な ん です が 、 問題 が 「 この 店 は ある ハンバーガー チェーン が てがけ て ます 、 それ は どこ でしょ う ？ 」「○○○○○○」 って 。 　 ６ 文字 か あ 、 どこ な ん だろ う 、 、 、 むずかしい なあ 、 、 、 と 言い つつ 、 食べ た 後 だ と すぐ わかり ます が 、 え ？ やっぱり ？ って 、 つい 思っ て しまい まし た 。 　 この お 店 の 存在 意義 が ますます わから なく なっ た の は 言う まで も あり ませ ん 。 ★ 3 . 0 （ キャンペーン 中 に つき ） 
4, 近所 の スーパー に 期間 限定 で 売っ て い て その 素朴 な パッケージ と 「 デラックス ケーキ 」 という 時代遅れ で 大げさ な ネーミング が 気 に なっ た ので 、 ネット で 検索 し て みる と なかなか 評判 の 良い お菓子 の よう だっ た ので 後日 購入 し て み まし た 。 　 バラ 売り で １ 個 １ ９ ０ 円 くらい です 。 　 手 に とる と ず しっと 手 に くる 重 さ が ある 「 ケーキ 」 です 。 　 開封 し て み ます と 白く コーティング さ れ た スポンジ の お菓子 の よう で 、 表面 を 覆う の は 砂糖 で は なく ホワイト チョコ です ね 。 　 それほど 固く なく 適度 な 粘り が ある の でしょ う か 、 ひび割れる こと も なく しっかり スポンジ を つつみこん で ます 。 　 いただい て みる と スポンジ に 挟ま れ た の は ジャム という こと です が 、 原材料 表記 に は 果実 名 が 見当たら ず 、 なんとなく アンコ っぽい 味わい が あり ます 。 　 スポンジ 自体 は こう ゆう お菓子 です ので ある程度 の 固 さ と 密度 を 持っ た もの です が 、 食 感 は ふんわり し て い て ホワイト チョコ と の 相性 が 良い よう です 。 　 見 た まんま 想像 通り の 味 、 普通 と 言え ば 普通 の お 味 な ん です が 、 なんだか おいしく て 後 を ひく 、 地元 で 愛さ れ てる の も わかる 気 が し まし た 。 ★ 3 . 7 
4, 早稲田 通り の 西早稲田 交差点 から 早稲田大学 西門 ？ へ 向かう 路地 に ある 古び た 洋食 の 定食 屋 さん で 、 有名 な 「 三品 食堂 」 の すぐ 近く に なる よう です が 、 今 まで 登録 が なかっ た こと を 考える と 、 こちら は まったく 注目 さ れ て い ない よう です ね 。 　 カテゴリー 的 に 言い ます と 「 デカ 盛り 」 と 言っ て 良い よう な メニュー が あり ます 、 名物 と 言う 「 肉 丼 」 だ そう です 。 　 「 三 品 」 は 牛 丼 が 有名 だ そう です が こちら は 豚肉 の 丼 、 チャレンジ メニュー の よう な もの も あり 、 残す と 罰金 が 加算 さ れる よう で 、 わかり やすく 価格 を 表示 し て み ます と 、 【 サイズ 】 　 　 　 【 完 食 】 　 　 　 【 完 食 失敗 】 　 「 小 」 　 　 　 　 ５ ０ ０ 円 　 「 並 」 　 　 　 　 ６ ０ ０ 円 　 　 　 　 　 「 中 」 　 　 　 　 ９ ０ ０ 円 　 　 　 １ ３ ０ ０ 円 　 「 大 」 　 　 　 １ ８ ０ ０ 円 　 　 　 ２ ０ ０ ０ 円 　 　 中 盛り は 並 の ２ 倍 、 大盛り は ３ 倍 という こと で 、 どうにも よく わから ない 価格 設定 だ という こと に 気づく と 思い ます が 、 そこ は スルー し つつ 並 盛り を いただき まし た 。 　 店内 は 古び た 喫茶店 と いう か 田舎 の スナック と いう か 、 ゆるい 空気 が 流れ て まし て 、 メニュー として は オーソドックス な 定食 メニュー や カレー 、 ナポリ タン など バラエティー 豊富 です 。 　 価格 は 安い と 思い ます が 、 学生 から し たら 少し 割高 に 感じる かも しれ ない 微妙 な ところ です 。 　 出来上がっ て き ます て 、 その 大き さ に 「 また やっ ちゃっ た 。 。 。 」 と 思っ た の は 言う まで も あり ませ ん 。 　 ドン ブリ 茶碗 に 山盛り です 。 　 「 す た 丼 」 系 の 並 と 同等 か 、 しかし 肉 の 割合 が こちら の お 店 の 方 が 明らか に 多め で 、 ご飯 と の バランス は 良 さ そう です 。 　 豚肉 と タマネギ だけ 、 それぞれ 細か 目 に カット さ れ て おり 、 少し 甘口 に 煮込ま れ て ます 。 　 いただき ます と やさしい 味わい が し ます 。 　 これ は 「 す た 丼 」 など と は 違う 味 、 どちら か と 言え ば 吉野家 の 豚 丼 と 近い 味 だ と 思い まし た 。 　 しかし これ だけ の 量 を 平らげる の は 手間 が かかり ます 、 漬け 物 は おろか 、 紅生姜 すら 無い の です から 、 頼み の 綱 は キャベツ の 味噌汁 のみ 、 飽き そう に なっ た ところ で 七味 を ふりかけ 刺激 を 与え つつ なんとか 完 食 し まし た 。 　 ちょっと 活気 が ない の が 残念 です が 、 真面目 そう な 家族 経営 の お 店 、 定食 メニュー など も リーズナブル で なかなか 好み の お 店 で あり まし た 。 ★ 3 . 6 
4,「 此処 路 」 を 出 た 後 、 帰り は 早稲田 通り を 通ら ず 一 本 入っ た 路地 裏 を 歩い て みる こと に し まし た 。 　 薄暗い 住宅 街 な ん です が 、 ぽつりぽつり と 看板 の 灯 が ともっ てる 店 が あり ます 。 　 家庭 料理 の 定食 屋 さん も おいし そう だ なあ 、 など と 歩い て いる と 「 いも や 」 発見 ！ 　 こんな 人通り の ない ところ に 何故 「 いも や 」 ？ 　 おそ る べし 早稲田大学 、 その 引力 は すさまじい もの が ある よう です ね 。 　 まだ おなか に 余力 が あり ます ので 入っ て み まし た 、 天ぷら の ハシゴ に なっ て しまい ます が 。 　 夜 ７ 時 前 、 先客 ゼロ ながら 、 ビシッ と 手入れ の 行き届い た ヒノキ の カウンター が 目 に まぶしい です 、 L 型 の カウンター の 短 手 、 厨房 が よく 見える 位置 に 座り まし た 。 　 けっこう ご 高齢 な ご 夫婦 で やら れ てる よう です が 、 客 が い なく て も ボーッ と など せ ず 、 厨房 の 清掃 に いそしん で い た 様子 。 　 座っ た ところ から は 厨房 の 床 まで 見え ます が 、 白木 の スノコ が きれい な 状態 で 敷か れ てる の が 見え ます 。 　 この 価格 帯 で そんな とこ まで 手 が 行き届い てる 店 なんて 皆無 で は ない でしょ う か 。 　 あ 、 ちなみに 私 は 「 いも や 」 初 体験 です 。 　 神保 町 の お 店 に は ２ ０ 年 近く 行こ う 行こ う と 思っ て 行け て なかっ た もの が 、 思いがけ ず 早稲田 の 地 で 堪能 できる こと に なっ た 次第 です 。 　 メニュー は ３つ 。 　 「 天ぷら 定食 」 ６ ０ ０ 円 、 「 えび 定食 」 ８ ０ ０ 円 、 「 天丼 」 ５ ５ ０ 円 。 　 えび 定 を お願い し まし た が 、 手慣れ た 手つき で てきぱき てきぱき 、 見 て て 気持ち が いい です ね 。 　 すぐ でき まし た 。 　 盛り の いい ご飯 と し じみ 汁 、 そして ステンレス 皿 に 乗っ た 天ぷら 。 　 海老 は ４ 尾 、 茄子 、 カボチャ 、 蓮根 、 春菊 だっ た と 思い ます 。 　 かなり ボリューム あり ます 。 　 揚がり 具合 は ほのか に 衣 に 水分 が 残っ てる 感じ です が 、 まったく 気 に は なり ませ ん 。 　 海老 は しっかり し た 身 で 歯ごたえ 良く 香り も 良し 、 野菜 も それぞれ 持ち味 を 保っ て ます 。 　 天つゆ と 衣 の 相性 も 良い よう で 、 ご飯 が すすみ 、 あっ という ま に 完 食 し まし た 。 　 これ は 天丼 も おいしい だろ う な と 考え て たら 、 後 から 来 た お客 さん の 「 天ぷら 定食 」 が 出来 まし た 。 　 ２ ０ ０ 円 安い わけ です から 、 ボリューム 的 に は ２ 割 ぐらい 少ない の か な と 思っ て たら すごい ボリューム です 。 　 むしろ そっち の ほう が 多く ない ？ と 思っ て しまう ほど 。 　 すばらしい コストパフォーマンス を 感じ ます 。 　 いも や 恐る べし 、 チェーン 店 なんか バカバカしく て 金輪際 食べ ませ ん ！ と 思う ほど です 。 　 店 を 出る と 周囲 の 寂し さ に あらためて 、 ほんとに こんな 場所 で も お客 さん 入る の か な と 、 あらためて 思っ て しまい まし た 。 　 今度 は お昼 に 様子 を 見 に 来よ う と 思い ます 。 ★ 4 . 4 
4, 早稲田大学 の 近く に ある と 言う デカ 盛り の お 店 に 行っ た ところ 営業 時間 の 変更 で いただけ ず 、 その 手前 に あっ た こちら の お 店 を に まいり まし た 。 　 駅 から も 遠い し 路地 裏 な のに 立ち 食い そば （ 椅子 に 座る スタイル です が ） ある と は 、 さすが 早稲田大学 の お 膝元 。 　 店 は 古い の か 新しい の か よく わかり ませ ん が 、 ２ 階 を 学生 に 開放 し たり し てる こと も あり 、 名前 が 書か れ た 学生 の 木札 が 壁 一 面 に 掲げ られ て たり し て 、 地域 に 溶け込ん でる こと が 感じ取れ ます 。 　 券売 機 で メニュー を 物色 する と 、 蕎麦 、 うどん 、 丼 もの など 多彩 で 、 駅 など に ある 立ち 食い そば から 比べ たら いくぶん 高い よう な 気 が し ない で も あり ませ ん が 、 穴子 天 そば ４ ７ ０ 円 を いただき まし た 。 　 空い て た 時間 帯 だ から な の か 天ぷら は オーダー し て から 揚げ て くれ まし た 。 　 厨房 に は 男性 お ふたり 、 息 が あっ て スムーズ な 役割 分担 を 感じ ます 。 　 お盆 に のっ て 登場 し まし た 、 そば と 天ぷら は 別 盛り 、 これ は いい です ね 。 　 まずい 天 ぷらはそばつゆで 柔らかく し て 食べる 方 が いい です が 、 揚げたて なら まずは 天ぷら だけ で 味わい たい です から 。 　 まず 天ぷら に 箸 を 入れる と 穴子 が しっとり し て ます 。 　 「 あれ ？ 脂 っぽ そう 」 と 思い つつ 食べ て みる と そう で は ない よう で 、 ちゃんと カリッ と 揚がり 、 穴子 は ジューシー で やわらかく て おいしい です 。 　 穴子 に は インゲン の 天ぷら も 付い て まし た 。 　 そば を いただき ます と 、 まず そば つゆ が 薄い ！ 　 「 お湯 みたい 」 って 最初 思っ て しまい まし た 。 　 甘味 が ぐっと おさえ られ てる の と 、 醤油 も おさえ め な よう です 。 　 しかし 食べ 進む うち に ダシ の 香り が しっかり と し て き ます 。 　 これ は 丼 もの と セット で 食べる のに 丁度 いい 味 加減 。 　 立ち 食い そば で 麺 を 食べ 終わっ た あと 、 そば つゆ を これ だけ 飲ん で しまっ た の は 初めて です 。 　 い ～ い ダシ って わけ で は あり ませ ん が 、 淡く やさしい 味 だ から そう さ せる の です ね 。 　 後味 も イヤ な 甘味 や 鰹節 の キツ い 香り が 残ら ず さっぱり 。 　 丼 もの も おいし そう な ので 次回 は ご飯 で も 。 ★ 3 . 7 
3, 土曜 の 夜 遅 め だっ た ので おしい そう な お 店 は 軒並み 閉店 し て しまっ て まし た が たまたま 見つけ た こちら の お 店 、 油 そば 専門 店 という こと で 、 ずいぶん 増え まし た ね 都内 に 。 。 。 すぐ に 淘汰 さ れる ん でしょ う けど 。 　 狭い 、 立ち 食い そば 屋 さん 的 な 構成 で 食券 購入 し ます 。 　 普通 の 油 そば と 辛口 が ある よう な ので 普通 の 油 そば を 大盛り で いただき まし た 、 ６ ８ ０ 円 です （ 並 は ５ ８ ０ 円 ） 。 　 この お 店 も 浅草 開化 楼 の 麺 を 使っ てる そう です が 、 それ も まったく 希少 価値 が なくなっ て 来 た 今日 この 頃 、 お 味 は どう か な と 思っ て たら 出来上がっ て き まし た 。 　 深め の 丼 に 入っ て ます 。 　 トッピング は 長ネギ 、 水菜 、 メンマ 、 刻み チャーシュー ＆ 海苔 です 。 　 お 酢 と 辣油 を かける よう 指導 が 書か れ て ます 。 　 容器 も 例 の 大きな プラスチック ボトル に 入っ てる ん です が 、 あんまり たくさん 出 ない よう に 穴 の 開け 方 が 小さ すぎる ので 、 しみったれ た 印象 は 否め ませ ん 。 　 混ぜ て いただく と 、 まず 、 麺 に 違和感 が あり ます 。 　 太 麺 で 腰 が あり ちぢれ てる の が 災い し て 食べ にくい です 。 　 するする と 喉 を 通ら ない 。 　 油 について は 店 に 入っ て 来 た 時 に 気 に なっ て い た かすか な 胡麻油 の よう な 香り が やはり 少し し ます 。 　 油 そば に 胡麻油 は 言語道断 と 思っ て いる ので 、 個人 的 な 点数 は 低く なっ て しまい ます 。 　 チャーシュー も 細かく し た の は いい と 思い ます が 、 脂身 の 無い 固め の 部位 を 使っ てる ので 油 そば と なじみ ませ ん 。 　 と は いえ 、 コテコテギトギト 系 で は なく シンプル 系 の 油 そば な ので 、 それなり に お客 さん は ついてる 様子 でし た 。 ★ 3 . 2 
4, 歌舞伎町 の 有名 な 「 上海 小 吃 」 の 並び に あり ます 。 　 つまり 歌舞伎町 で 一番 胡散臭い 、 ゴールデン 街 より も チープ な 感じ が ただよう 小さな 一 画 に ある わけ です 。 　 数 年 前 に この 近く の 飲み屋 さん に 連れ て こ られ まし た が 、 その 狭 さ は 尋常 で は なく 、 客席 総数 ２ 席 ！ という よう な お 店 で びっくり し まし た 、 そんな お 店 が たくさん ある よう です 。 　 さて 、 こちら も 以前 から 知っ て は い まし た が とても 一 人 で 入る こと が でき なかっ た お 店 。 　 しかし ネット で は けっこう 取り上げ られ てる 様子 、 ぐる な びな ん か に も 載っ ちゃっ てる ので だいぶ ハードル が 下がっ た ところ を うかがい まし た 。 　 狭い 階段 を 上る と １ ０ 人 ほど が 座れる テーブル 席 、 階段 を 挟ん だ 奥 に は やはり １ ０ 人 ぐらい 入れる 席 が ある よう で 、 厨房 は ３ 階 に あり 、 料理 の 出し 下げ は 無論 手 運び と なり ます 。 　 台湾 系 らしき 女性 の 店主 が にこやか に 日本語 で 応対 し て くれ ます 、 上海 小 吃 の お ねー さん と は だいぶ 雰囲気 が 違い ます ね 。 　 メニュー を 見る と やはり 、 上海 小 吃 や 近所 の 玉 蘭 も そう でし た が 池袋 地区 と 比較 する と 割高 な 感じ です 。 　 そして 漢字 表記 が 無い という こと で 、 歌舞伎町 勤務 の 中国人 を 想定 し て 無い の か な と 思っ て い たら 、 弁当 注文 の 割合 が かなり 多い らしく 、 頻繁 に 弁当 配達 に 行く 姿 が 見 られ まし た 。 　 さて 注文 です が 、 シジミ の 醤油 漬け 、 豚 角 煮 と 干し から し 菜 煮 、 春巻き 、 水 餃子 、 油 そば 、 という 少し 偏っ た 内容 に なっ た 気 が し ます が 、 シジミ が すぐ 来 ます 。 　 大粒 で 黒く ない 高級 な シジミ です ね 、 そして ニンニク が ガッチリ きい て 鰹節 が ちょっぴり かかっ てる も よう 、 いただく と とても おいしい です 。 　 これ は お 酒 が 進み ます ね 。 　 タレ を なめ て み まし た が それほど しょっぱく あり ませ ん でし た 。 　 豚 角 煮 と 干し から し 菜 煮 は 乾燥 の からし 菜 という の が 芋 がら の よう な 食 感 で 心地よく 、 もちろん 味付け も 絶妙 、 しょっぱ 過ぎ ず 、 ご飯 が なく て も お 酒 で おいしく いただける お 料理 でし た 。 　 水 餃子 も あっさり もっ ちり で おいしかっ た です が 、 不思議 だっ た の が 油 そば です 。 　 女 店主 以外 は 日本語 の 理解 が 不完全 で 指さし で 注文 し た せい か 、 「 これ 油 そば ？ 」 と 思う よう な 一品 、 麺 は 即席 麺 らしく 、 和え て み ます と なんだか マヨネーズ の よう な 香り が し て き ます 。 　 油 っぽく なく 、 醤油 ダレ も 少なめ な よう で 、 いただい て み て も やっぱり マヨネーズ の よう な 気 が し ます 。 　 かなり 微妙 な お 味 、 悪く は ない です が 飽き そう 。 　 そこで 酢 を 入れ て いただく と とたんに おいしく なり まし た 、 胡椒 など より 酢 が きき まし た 。 　 しかし これ が ほんとに 油 そば な の か 、 確認 は し ませ ん でし た 。 　 軽く ビール を ２ 本 ほど 、 ウーロン茶 や プーアル 茶 を いただき お 会計 は ひとり ２ ５ ０ ０ 円 ほど 、 ずいぶん 安く すん で しまい まし た 。 　 ただ 、 残念 な の は その 客層 。 　 年配 の 金持ち 日本人 と 中国人 美女 の カップル 多数 、 馬鹿騒ぎ する 日本人 の 若者 グループ など おり まし て 、 まだ 味 だけ 求め て くる お客 さん は 少ない の で は ない か と 思わ れ ます 。 　 しかし 遅く まで やっ てる ので 今度 は 飲ん だ 後 、 一 人 で 来 て みよ う か な と 思い まし た 。 ★ 4 . 0 
